ID,Iso_ID,reference,DOI,site_id,date,latlong,latlong_n,year,site_description,catchment_name,compound,d13C_value_permil,d13C_uncertainty,d13C_uncertainty_unit,dD.CH4_value_permil,dD.CH4_uncertainty,dD.CH4_uncertainty_unit,pub_code_prefix,pub_code_number,F14C_value,F14C_value_uncertainity,F14C_value_uncertainity_unit,D14C_permil_value,D14C_permil_value_uncertainty,D14C_permil_value_uncertaint_unit,radiocarbon_age,radiocarbon_age_uncertainty,pH,latitude,longitude,country,hemisphere,Atm_14CO2,norm_F14C,water_type,method,comment,temperature_celsius,coordinate_flag,uncertainity.flag,watershed_size_exact_km2,watershed_size_indicative_km2,size_class,size_class_multi,catchment_area_km2,dis_m3_pyr,lka_pc_use,ele_mt_uav,slp_dg_uav,tmp_dc_uyr,pre_mm_uyr,ari_ix_uav,snw_pc_uyr,wet_pc_ug2,for_pc_use,crp_pc_use,pst_pc_use,ire_pc_use,gla_pc_use,prm_pc_use,cly_pc_uav,slt_pc_uav,snd_pc_uav,soc_th_uav,kar_pc_use,ero_kh_uav,urb_pc_use,hft_ix_u09,ele_mt_cav,tmp_dc_cyr,pre_mm_cyr,ari_ix_cav,snw_pc_cyr,wet_pc_cg2,for_pc_cse,crp_pc_cse,pst_pc_cse,ire_pc_cse,gla_pc_cse,prm_pc_cse,cly_pc_cav,slt_pc_cav,snd_pc_cav,soc_th_cav,kar_pc_cse,ero_kh_cav,urb_pc_cse,hft_ix_c09,gwt_cm_cav,tbi_cl_cmj,fmh_cl_cmj,lit_cl_cmj,DIC_conc
29,393,"Billett, M. and Garnett, M., (2010). Isotopic composition of carbon dioxide lost by evasion from surface water to the atmosphere: Methodological comparison of a direct and indirect approach. Limnology and Oceanography: Methods, 8(2), 45-53.",https://doi.org/10.4319/lom.2010.8.45,A2,28/02/2006,52.548608,4,2006,Peatland Stream ,Black Burn,CO2,-22.6,0.1,permil,NA,NA,,SUERC,9962,0.9529,0.0042,1 sd,-54,8.3,permil,380,35,6.24,55.79333,-3.244722,United Kingdom,N,1.0619,0.8973,Stream,Chamber evasion linked to zeolite molecular sieve,"gas flux method of correction applied, fm is chamber measured and age corrected using gas flux method ",2.7,C,A,0.1,0,small,10,6.4,0.139,0,267,14,75,925,158,18,0,0,26,58,0,0,0,14,36,49,104,0,138,0,185,267,75,925,158,18,0,0,26,58,0,0,0,14,36,49,104,0,138,0,185,84,4,5,5,NA
30,394,"Billett, M. and Garnett, M., (2010). Isotopic composition of carbon dioxide lost by evasion from surface water to the atmosphere: Methodological comparison of a direct and indirect approach. Limnology and Oceanography: Methods, 8(2), 45-53.",https://doi.org/10.4319/lom.2010.8.45,A2,29/05/2006,52.548608,4,2006,Peatland Stream ,Black Burn,CO2,-26,0.1,permil,NA,NA,,SUERC,11220,0.9646,0.0042,1 sd,-42,8.3,permil,288,35,6.24,55.79333,-3.244722,United Kingdom,N,1.0619,0.9084,Stream,Chamber evasion linked to zeolite molecular sieve,"gas flux method of correction applied, fm is chamber measured and age corrected using gas flux method ",9.3,C,A,0.1,0,small,10,6.4,0.139,0,267,14,75,925,158,18,0,0,26,58,0,0,0,14,36,49,104,0,138,0,185,267,75,925,158,18,0,0,26,58,0,0,0,14,36,49,104,0,138,0,185,84,4,5,5,NA
31,395,"Billett, M. and Garnett, M., (2010). Isotopic composition of carbon dioxide lost by evasion from surface water to the atmosphere: Methodological comparison of a direct and indirect approach. Limnology and Oceanography: Methods, 8(2), 45-53.",https://doi.org/10.4319/lom.2010.8.45,A10,28/02/2006,52.548608,4,2006,Peatland Stream ,Black Burn,CO2,-22.5,0.1,permil,NA,NA,,SUERC,9963,0.9099,0.004,1 sd,-96,7.9,permil,1072,35,5.87,55.79333,-3.244722,United Kingdom,N,1.0619,0.8568,Stream,Chamber evasion linked to zeolite molecular sieve,"gas flux method of correction applied, fm is chamber measured and age corrected using gas flux method ",1.4,C,A,3.4,3,small,10,6.4,0.139,0,267,14,75,925,158,18,0,0,26,58,0,0,0,14,36,49,104,0,138,0,185,267,75,925,158,18,0,0,26,58,0,0,0,14,36,49,104,0,138,0,185,84,4,5,5,NA
32,396,"Billett, M. and Garnett, M., (2010). Isotopic composition of carbon dioxide lost by evasion from surface water to the atmosphere: Methodological comparison of a direct and indirect approach. Limnology and Oceanography: Methods, 8(2), 45-53.",https://doi.org/10.4319/lom.2010.8.45,A10,29/05/2006,52.548608,4,2006,Peatland Stream ,Black Burn,CO2,-22.2,0.1,permil,NA,NA,,SUERC,11221,0.8895,0.0039,1 sd,-117,7.7,permil,1052,35,6.37,55.79333,-3.244722,United Kingdom,N,1.0619,0.8376,Stream,Chamber evasion linked to zeolite molecular sieve,"gas flux method of correction applied, fm is chamber measured and age corrected using gas flux method ",10.1,C,A,3.4,3,small,10,6.4,0.139,0,267,14,75,925,158,18,0,0,26,58,0,0,0,14,36,49,104,0,138,0,185,267,75,925,158,18,0,0,26,58,0,0,0,14,36,49,104,0,138,0,185,84,4,5,5,NA
33,397,"Billett, M. and Garnett, M., (2010). Isotopic composition of carbon dioxide lost by evasion from surface water to the atmosphere: Methodological comparison of a direct and indirect approach. Limnology and Oceanography: Methods, 8(2), 45-53.",https://doi.org/10.4319/lom.2010.8.45,CHS,19/04/2006,51.55062018,4,2006,Peatland headwater,Cottage Hill Sike,CO2,-14.6,0.1,permil,NA,NA,,SUERC,10994,0.9403,0.0041,1 sd,-66,8.1,permil,671,35,4.2,54.45127927,-2.90065909,United Kingdom,N,1.0619,0.8855,Stream,Chamber evasion linked to zeolite molecular sieve,"gas flux method of correction applied, fm is chamber measured and age corrected using gas flux method ",6.5,C,A,0.2,0,small,10,4.6,0.145,0,407,192,66,1316,227,10,0,0,0,45,0,0,0,15,37,47,129,0,5428,0,89,407,66,1316,227,10,0,0,0,45,0,0,0,15,37,47,129,0,5428,0,89,647,4,7,6,NA
34,398,"Billett, M. and Garnett, M., (2010). Isotopic composition of carbon dioxide lost by evasion from surface water to the atmosphere: Methodological comparison of a direct and indirect approach. Limnology and Oceanography: Methods, 8(2), 45-53.",https://doi.org/10.4319/lom.2010.8.45,CHS,27/07/2006,51.55062018,4,2006,Peatland headwater,Cottage Hill Sike,CO2,-17.8,0.1,permil,NA,NA,,SUERC,11717,0.9362,0.0041,1 sd,-70,8.1,permil,570,35,5.59,54.45127927,-2.90065909,United Kingdom,N,1.0619,0.8816,Stream,Chamber evasion linked to zeolite molecular sieve,"gas flux method of correction applied, fm is chamber measured and age corrected using gas flux method ",19.9,C,A,0.2,0,small,10,4.6,0.145,0,407,192,66,1316,227,10,0,0,0,45,0,0,0,15,37,47,129,0,5428,0,89,407,66,1316,227,10,0,0,0,45,0,0,0,15,37,47,129,0,5428,0,89,647,4,7,6,NA
35,522,"Billett, M., Dinsmore, K., Smart, R., Garnett, M., Holden, J., Chapman, P., Baird, A., Grayson, R. and Stott, A., (2012). Variable source and age of different forms of carbon released from natural peatland pipes. Journal of Geophysical Research: Biogeosciences, 117(G2), pp.1-16.",https://doi.org/10.1029/2011JG001807,P3,NA,51.55062018,7,2009,Natural peat pipe,Cottage Hill Sike,CO2,-21.3,0.1,permil,NA,NA,,,,1.0667,0.005,1 sd,59,9.9,permil,modern,NA,,54.45127927,-2.90065909,United Kingdom,N,1.0508,1.0152,Stream,Chamber evasion linked to zeolite molecular sieve,,NA,C,A,NA,0,small,10,4.6,0.145,0,407,192,66,1316,227,10,0,0,0,45,0,0,0,15,37,47,129,0,5428,0,89,407,66,1316,227,10,0,0,0,45,0,0,0,15,37,47,129,0,5428,0,89,647,4,7,6,NA
36,525,"Billett, M., Dinsmore, K., Smart, R., Garnett, M., Holden, J., Chapman, P., Baird, A., Grayson, R. and Stott, A., (2012). Variable source and age of different forms of carbon released from natural peatland pipes. Journal of Geophysical Research: Biogeosciences, 117(G2), pp.1-16.",https://doi.org/10.1029/2011JG001807,P6,NA,51.55062018,7,2009,Natural peat pipe,Cottage Hill Sike,CO2,-6.9,0.1,permil,NA,NA,,,,0.9408,0.0043,1 sd,-66,8.5,permil,490.2114299,37,,54.45127927,-2.90065909,United Kingdom,N,1.0508,0.8954,Stream,Chamber evasion linked to zeolite molecular sieve,,NA,C,A,NA,0,small,10,4.6,0.145,0,407,192,66,1316,227,10,0,0,0,45,0,0,0,15,37,47,129,0,5428,0,89,407,66,1316,227,10,0,0,0,45,0,0,0,15,37,47,129,0,5428,0,89,647,4,7,6,NA
37,528,"Billett, M., Dinsmore, K., Smart, R., Garnett, M., Holden, J., Chapman, P., Baird, A., Grayson, R. and Stott, A., (2012). Variable source and age of different forms of carbon released from natural peatland pipes. Journal of Geophysical Research: Biogeosciences, 117(G2), pp.1-16.",https://doi.org/10.1029/2011JG001807,CHS,NA,51.55062018,8,2009,Peatland Stream,Cottage Hill Sike,CO2,-18.3,0.1,permil,NA,NA,,,,0.97965,0.00445,1 sd,-27,8.8,permil,165.1577889,37,,54.45127927,-2.90065909,United Kingdom,N,1.0508,0.9323,Stream,Chamber evasion linked to zeolite molecular sieve,,NA,C,A,0.2,0,small,10,4.6,0.145,0,407,192,66,1316,227,10,0,0,0,45,0,0,0,15,37,47,129,0,5428,0,89,407,66,1316,227,10,0,0,0,45,0,0,0,15,37,47,129,0,5428,0,89,647,4,7,6,NA
38,539,"Billett, M., Dinsmore, K., Smart, R., Garnett, M., Holden, J., Chapman, P., Baird, A., Grayson, R. and Stott, A., (2012). Variable source and age of different forms of carbon released from natural peatland pipes. Journal of Geophysical Research: Biogeosciences, 117(G2), pp.1-16.",https://doi.org/10.1029/2011JG001807,P8,17/11/2009,51.55062018,1,2009,Natural peat pipe,Cottage Hill Sike,CO2,-18.5,0.1,permil,NA,NA,,SUERC,28166,1.0594,0.005,1 sd,52,9.9,permil,modern,NA,,54.45127927,-2.90065909,United Kingdom,N,1.0508,1.0082,Stream,Chamber evasion linked to zeolite molecular sieve,,NA,C,A,NA,0,small,10,4.6,0.145,0,407,192,66,1316,227,10,0,0,0,45,0,0,0,15,37,47,129,0,5428,0,89,407,66,1316,227,10,0,0,0,45,0,0,0,15,37,47,129,0,5428,0,89,647,4,7,6,NA
39,545,"Billett, M., Garnett, M. and Hardie, S., (2006). A Direct Method to Measure 14CO2 Lost by Evasion from Surface Waters. Radiocarbon, 48(1), pp.61-68.",https://doi.org/10.1017/S0033822200035396,5A,13/08/2004,52.548608,4,2004,Peatland Stream ,Black Burn,CO2,-21,0.1,permil,NA,NA,,SUERC,5930,0.8344,0.003,1 sd,-171,6,permil,1454,29,,55.79333,-3.244722,United Kingdom,N,1.069,0.7806,Stream,Chamber evasion linked to zeolite molecular sieve,,NA,C,A,NA,3,small,10,6.4,0.139,0,267,14,75,925,158,18,0,0,26,58,0,0,0,14,36,49,104,0,138,0,185,267,75,925,158,18,0,0,26,58,0,0,0,14,36,49,104,0,138,0,185,84,4,5,5,NA
40,546,"Billett, M., Garnett, M. and Hardie, S., (2006). A Direct Method to Measure 14CO2 Lost by Evasion from Surface Waters. Radiocarbon, 48(1), pp.61-68.",https://doi.org/10.1017/S0033822200035396,5A,14/08/2004,52.548608,4,2004,Peatland Stream ,Black Burn,CO2,-21.1,0.1,permil,NA,NA,,SUERC,5933,0.8356,0.003,1 sd,-170,6,permil,1443,29,,55.79333,-3.244722,United Kingdom,N,1.069,0.7817,Stream,Chamber evasion linked to zeolite molecular sieve,,NA,C,A,NA,3,small,10,6.4,0.139,0,267,14,75,925,158,18,0,0,26,58,0,0,0,14,36,49,104,0,138,0,185,267,75,925,158,18,0,0,26,58,0,0,0,14,36,49,104,0,138,0,185,84,4,5,5,NA
41,547,"Billett, M., Garnett, M. and Hardie, S., (2006). A Direct Method to Measure 14CO2 Lost by Evasion from Surface Waters. Radiocarbon, 48(1), pp.61-68.",https://doi.org/10.1017/S0033822200035396,5,15/08/2004,52.548608,4,2004,Peatland Stream ,Black Burn,CO2,-21,0.1,permil,NA,NA,,SUERC,5934,0.8994,0.0029,1 sd,-106,5.8,permil,852,26,,55.79333,-3.244722,United Kingdom,N,1.069,0.8414,Stream,Chamber evasion linked to zeolite molecular sieve,,NA,C,A,3.4,3,small,10,6.4,0.139,0,267,14,75,925,158,18,0,0,26,58,0,0,0,14,36,49,104,0,138,0,185,267,75,925,158,18,0,0,26,58,0,0,0,14,36,49,104,0,138,0,185,84,4,5,5,NA
42,548,"Billett, M., Garnett, M. and Hardie, S., (2006). A Direct Method to Measure 14CO2 Lost by Evasion from Surface Waters. Radiocarbon, 48(1), pp.61-68.",https://doi.org/10.1017/S0033822200035396,5,16/08/2004,52.548608,4,2004,Peatland Stream ,Black Burn,CO2,-21.6,0.1,permil,NA,NA,,SUERC,5937,0.8876,0.0029,1 sd,-118,5.8,permil,958,26,,55.79333,-3.244722,United Kingdom,N,1.069,0.8303,Stream,Chamber evasion linked to zeolite molecular sieve,,NA,C,A,3.4,3,small,10,6.4,0.139,0,267,14,75,925,158,18,0,0,26,58,0,0,0,14,36,49,104,0,138,0,185,267,75,925,158,18,0,0,26,58,0,0,0,14,36,49,104,0,138,0,185,84,4,5,5,NA
43,549,"Billett, M. F., Garnett, M. H., and Harvey, F. (2007). UK peatland streams release old carbon dioxide to the atmosphere and young dissolved organic carbon to rivers. Geophysical Research Letters, 34(23): L23401.",https://doi.org/10.1029/2007GL031797,LM4,08/09/2005,54.817,2,2005,Peatland Stream ,Loch More,CO2,-16.4,0.1,permil,NA,NA,,SUERC,7433,1.07,0.0033,1 sd,63,6.6,permil,modern,NA,5.7,58.367,-3.55,United Kingdom,N,1.0652,1.0045,Stream,Chamber evasion linked to zeolite molecular sieve,,14.2,B,A,NA,1,small,10,10.2,0.217,0,149,13,70,838,168,21,0,0,0,38,0,0,0,16,24,60,273,0,65,0,62,149,70,838,168,21,0,0,0,38,0,0,0,16,24,60,273,0,65,0,62,130,4,5,9,NA
44,550,"Billett, M. F., Garnett, M. H., and Harvey, F. (2007). UK peatland streams release old carbon dioxide to the atmosphere and young dissolved organic carbon to rivers. Geophysical Research Letters, 34(23): L23401.",https://doi.org/10.1029/2007GL031797,LM4,22/11/2005,54.817,2,2005,Peatland Stream ,Loch More,CO2,-13.3,0.1,permil,NA,NA,,SUERC,8819,1.0387,0.0028,1 sd,32,5.6,permil,modern,NA,5.05,58.367,-3.55,United Kingdom,N,1.0652,0.9752,Stream,Chamber evasion linked to zeolite molecular sieve,,1.4,B,A,NA,1,small,10,10.2,0.217,0,149,13,70,838,168,21,0,0,0,38,0,0,0,16,24,60,273,0,65,0,62,149,70,838,168,21,0,0,0,38,0,0,0,16,24,60,273,0,65,0,62,130,4,5,9,NA
45,551,"Billett, M. F., Garnett, M. H., and Harvey, F. (2007). UK peatland streams release old carbon dioxide to the atmosphere and young dissolved organic carbon to rivers. Geophysical Research Letters, 34(23): L23401.",https://doi.org/10.1029/2007GL031797,LM4,21/02/2006,54.817,2,2006,Peatland Stream ,Loch More,CO2,-12.5,0.1,permil,NA,NA,,SUERC,9958,1.0297,0.0045,1 sd,23,8.9,permil,modern,NA,5.04,58.367,-3.55,United Kingdom,N,1.0619,0.9697,Stream,Chamber evasion linked to zeolite molecular sieve,,1.5,B,A,NA,1,small,10,10.2,0.217,0,149,13,70,838,168,21,0,0,0,38,0,0,0,16,24,60,273,0,65,0,62,149,70,838,168,21,0,0,0,38,0,0,0,16,24,60,273,0,65,0,62,130,4,5,9,NA
46,552,"Billett, M. F., Garnett, M. H., and Harvey, F. (2007). UK peatland streams release old carbon dioxide to the atmosphere and young dissolved organic carbon to rivers. Geophysical Research Letters, 34(23): L23401.",https://doi.org/10.1029/2007GL031797,LM4,15/05/2006,54.817,2,2006,Peatland Stream ,Loch More,CO2,-17.5,0.1,permil,NA,NA,,SUERC,11216,1.0532,0.0046,1 sd,46,9.1,permil,modern,NA,6.45,58.367,-3.55,United Kingdom,N,1.0619,0.9918,Stream,Chamber evasion linked to zeolite molecular sieve,,8.5,B,A,NA,1,small,10,10.2,0.217,0,149,13,70,838,168,21,0,0,0,38,0,0,0,16,24,60,273,0,65,0,62,149,70,838,168,21,0,0,0,38,0,0,0,16,24,60,273,0,65,0,62,130,4,5,9,NA
47,553,"Billett, M. F., Garnett, M. H., and Harvey, F. (2007). UK peatland streams release old carbon dioxide to the atmosphere and young dissolved organic carbon to rivers. Geophysical Research Letters, 34(23): L23401.",https://doi.org/10.1029/2007GL031797,LM10,08/09/2005,54.817,2,2005,Peatland Stream ,Loch More,CO2,-18.5,0.1,permil,NA,NA,,SUERC,7435,0.8455,0.003,1 sd,-160,6,permil,1348,28,7.31,58.367,-3.55,United Kingdom,N,1.0652,0.7938,Stream,Chamber evasion linked to zeolite molecular sieve,,15.8,B,A,3.81,4,small,10,10.2,0.217,0,149,13,70,838,168,21,0,0,0,38,0,0,0,16,24,60,273,0,65,0,62,149,70,838,168,21,0,0,0,38,0,0,0,16,24,60,273,0,65,0,62,130,4,5,9,NA
48,554,"Billett, M. F., Garnett, M. H., and Harvey, F. (2007). UK peatland streams release old carbon dioxide to the atmosphere and young dissolved organic carbon to rivers. Geophysical Research Letters, 34(23): L23401.",https://doi.org/10.1029/2007GL031797,LM10,22/11/2005,54.817,2,2005,Peatland Stream ,Loch More,CO2,-15.9,0.1,permil,NA,NA,,SUERC,8822,0.9247,0.0029,1 sd,-81,5.8,permil,629,25,6.41,58.367,-3.55,United Kingdom,N,1.0652,0.8681,Stream,Chamber evasion linked to zeolite molecular sieve,,1.9,B,A,3.81,4,small,10,10.2,0.217,0,149,13,70,838,168,21,0,0,0,38,0,0,0,16,24,60,273,0,65,0,62,149,70,838,168,21,0,0,0,38,0,0,0,16,24,60,273,0,65,0,62,130,4,5,9,NA
49,555,"Billett, M. F., Garnett, M. H., and Harvey, F. (2007). UK peatland streams release old carbon dioxide to the atmosphere and young dissolved organic carbon to rivers. Geophysical Research Letters, 34(23): L23401.",https://doi.org/10.1029/2007GL031797,LM10,21/02/2006,54.817,2,2006,Peatland Stream ,Loch More,CO2,-15.7,0.1,permil,NA,NA,,SUERC,9959,0.9174,0.004,1 sd,-89,7.9,permil,693,35,6.08,58.367,-3.55,United Kingdom,N,1.0619,0.8639,Stream,Chamber evasion linked to zeolite molecular sieve,,2.3,B,A,3.81,4,small,10,10.2,0.217,0,149,13,70,838,168,21,0,0,0,38,0,0,0,16,24,60,273,0,65,0,62,149,70,838,168,21,0,0,0,38,0,0,0,16,24,60,273,0,65,0,62,130,4,5,9,NA
50,556,"Billett, M. F., Garnett, M. H., and Harvey, F. (2007). UK peatland streams release old carbon dioxide to the atmosphere and young dissolved organic carbon to rivers. Geophysical Research Letters, 34(23): L23401.",https://doi.org/10.1029/2007GL031797,LM10,15/05/2006,54.817,2,2006,Peatland Stream ,Loch More,CO2,-18.6,0.1,permil,NA,NA,,SUERC,11219,0.917,0.004,1 sd,-89,7.9,permil,696,35,7.15,58.367,-3.55,United Kingdom,N,1.0619,0.8635,Stream,Chamber evasion linked to zeolite molecular sieve,,8.4,B,A,3.81,4,small,10,10.2,0.217,0,149,13,70,838,168,21,0,0,0,38,0,0,0,16,24,60,273,0,65,0,62,149,70,838,168,21,0,0,0,38,0,0,0,16,24,60,273,0,65,0,62,130,4,5,9,NA
51,557,"Billett, M. F., Garnett, M. H., and Harvey, F. (2007). UK peatland streams release old carbon dioxide to the atmosphere and young dissolved organic carbon to rivers. Geophysical Research Letters, 34(23): L23401.",https://doi.org/10.1029/2007GL031797,A2,10/09/2005,52.548608,2,2005,Peatland Stream ,Auchencorth Moss,CO2,-26.2,0.1,permil,NA,NA,,SUERC,7825,1.0458,0.0033,1 sd,39,6.6,permil,modern,NA,5.83,55.79333,-3.244722,United Kingdom,N,1.0652,0.9818,Stream,Chamber evasion linked to zeolite molecular sieve,,13,B,A,NA,1,small,10,6.4,0.139,0,267,14,75,925,158,18,0,0,26,58,0,0,0,14,36,49,104,0,138,0,185,267,75,925,158,18,0,0,26,58,0,0,0,14,36,49,104,0,138,0,185,84,4,5,5,NA
52,558,"Billett, M. F., Garnett, M. H., and Harvey, F. (2007). UK peatland streams release old carbon dioxide to the atmosphere and young dissolved organic carbon to rivers. Geophysical Research Letters, 34(23): L23401.",https://doi.org/10.1029/2007GL031797,A2,28/11/2005,52.548608,2,2005,Peatland Stream ,Auchencorth Moss,CO2,-26.5,0.1,permil,NA,NA,,SUERC,8823,0.9605,0.0026,1 sd,-46,5.2,permil,323,22,6.38,55.79333,-3.244722,United Kingdom,N,1.0652,0.9017,Stream,Chamber evasion linked to zeolite molecular sieve,,3.8,B,A,NA,1,small,10,6.4,0.139,0,267,14,75,925,158,18,0,0,26,58,0,0,0,14,36,49,104,0,138,0,185,267,75,925,158,18,0,0,26,58,0,0,0,14,36,49,104,0,138,0,185,84,4,5,5,NA
53,559,"Billett, M. F., Garnett, M. H., and Harvey, F. (2007). UK peatland streams release old carbon dioxide to the atmosphere and young dissolved organic carbon to rivers. Geophysical Research Letters, 34(23): L23401.",https://doi.org/10.1029/2007GL031797,A2,28/02/2006,52.548608,4,2006,Peatland Stream ,Auchencorth Moss,CO2,-21.7,0.1,permil,NA,NA,,SUERC,9962,0.9529,0.0042,1 sd,-54,8.3,permil,388,35,6.24,55.79333,-3.244722,United Kingdom,N,1.0619,0.8973,Stream,Chamber evasion linked to zeolite molecular sieve,,2.7,B,A,NA,1,small,10,6.4,0.139,0,267,14,75,925,158,18,0,0,26,58,0,0,0,14,36,49,104,0,138,0,185,267,75,925,158,18,0,0,26,58,0,0,0,14,36,49,104,0,138,0,185,84,4,5,5,NA
54,560,"Billett, M. F., Garnett, M. H., and Harvey, F. (2007). UK peatland streams release old carbon dioxide to the atmosphere and young dissolved organic carbon to rivers. Geophysical Research Letters, 34(23): L23401.",https://doi.org/10.1029/2007GL031797,A2,28/02/2006,52.548608,4,2006,Peatland Stream ,Auchencorth Moss,DIC,-22.8,0.1,permil,NA,NA,,SUERC,10446,0.9504,0.0041,1 sd,-56,8.1,permil,409,35,6.24,55.79333,-3.244722,United Kingdom,N,1.0619,0.895,Stream,Gas stripping using acid,,2.7,B,A,NA,1,small,10,6.4,0.139,0,267,14,75,925,158,18,0,0,26,58,0,0,0,14,36,49,104,0,138,0,185,267,75,925,158,18,0,0,26,58,0,0,0,14,36,49,104,0,138,0,185,84,4,5,5,732.6
55,561,"Billett, M. F., Garnett, M. H., and Harvey, F. (2007). UK peatland streams release old carbon dioxide to the atmosphere and young dissolved organic carbon to rivers. Geophysical Research Letters, 34(23): L23401.",https://doi.org/10.1029/2007GL031797,A2,29/05/2006,52.548608,4,2006,Peatland Stream ,Auchencorth Moss,CO2,-25,0.1,permil,NA,NA,,SUERC,11220,0.9646,0.0042,1 sd,-42,8.3,permil,290,35,6.24,55.79333,-3.244722,United Kingdom,N,1.0619,0.9084,Stream,Chamber evasion linked to zeolite molecular sieve,,9.3,B,A,NA,1,small,10,6.4,0.139,0,267,14,75,925,158,18,0,0,26,58,0,0,0,14,36,49,104,0,138,0,185,267,75,925,158,18,0,0,26,58,0,0,0,14,36,49,104,0,138,0,185,84,4,5,5,NA
56,562,"Billett, M. F., Garnett, M. H., and Harvey, F. (2007). UK peatland streams release old carbon dioxide to the atmosphere and young dissolved organic carbon to rivers. Geophysical Research Letters, 34(23): L23401.",https://doi.org/10.1029/2007GL031797,A2,29/05/2006,52.548608,4,2006,Peatland Stream ,Auchencorth Moss,DIC,-17.2,0.1,permil,NA,NA,,SUERC,10990,0.9423,0.0041,1 sd,-64,8.1,permil,478,35,6.24,55.79333,-3.244722,United Kingdom,N,1.0619,0.8874,Stream,Gas stripping using acid,,9.3,B,A,NA,1,small,10,6.4,0.139,0,267,14,75,925,158,18,0,0,26,58,0,0,0,14,36,49,104,0,138,0,185,267,75,925,158,18,0,0,26,58,0,0,0,14,36,49,104,0,138,0,185,84,4,5,5,1583.3
57,563,"Billett, M. F., Garnett, M. H., and Harvey, F. (2007). UK peatland streams release old carbon dioxide to the atmosphere and young dissolved organic carbon to rivers. Geophysical Research Letters, 34(23): L23401.",https://doi.org/10.1029/2007GL031797,A10,10/09/2005,52.548608,3,2005,Peatland Stream ,Auchencorth Moss,CO2,-21.5,0.1,permil,NA,NA,,SUERC,7826,0.8797,0.0027,1 sd,-126,3,permil,1030,25,6.66,55.79333,-3.244722,United Kingdom,N,1.0652,0.8259,Stream,Chamber evasion linked to zeolite molecular sieve,,12.8,B,A,3.4,3,small,10,6.4,0.139,0,267,14,75,925,158,18,0,0,26,58,0,0,0,14,36,49,104,0,138,0,185,267,75,925,158,18,0,0,26,58,0,0,0,14,36,49,104,0,138,0,185,84,4,5,5,NA
58,564,"Billett, M. F., Garnett, M. H., and Harvey, F. (2007). UK peatland streams release old carbon dioxide to the atmosphere and young dissolved organic carbon to rivers. Geophysical Research Letters, 34(23): L23401.",https://doi.org/10.1029/2007GL031797,A10,10/09/2005,52.548608,3,2005,Peatland Stream ,Auchencorth Moss,CO2,-21.5,0.1,permil,NA,NA,,SUERC,8538,0.8692,0.0026,1 sd,-137,3,permil,1127,24,,55.79333,-3.244722,United Kingdom,N,1.0652,0.816,Stream,Chamber evasion linked to zeolite molecular sieve,,12.8,B,A,3.4,3,small,10,6.4,0.139,0,267,14,75,925,158,18,0,0,26,58,0,0,0,14,36,49,104,0,138,0,185,267,75,925,158,18,0,0,26,58,0,0,0,14,36,49,104,0,138,0,185,84,4,5,5,NA
59,565,"Billett, M. F., Garnett, M. H., and Harvey, F. (2007). UK peatland streams release old carbon dioxide to the atmosphere and young dissolved organic carbon to rivers. Geophysical Research Letters, 34(23): L23401.",https://doi.org/10.1029/2007GL031797,A10,28/11/2005,52.548608,3,2005,Peatland Stream ,Auchencorth Moss,CO2,-18.3,0.1,permil,NA,NA,,SUERC,8824,0.962,0.0026,1 sd,-44,5.2,permil,312,21,4.67,55.79333,-3.244722,United Kingdom,N,1.0652,0.9032,Stream,Chamber evasion linked to zeolite molecular sieve,,1.5,B,A,3.4,3,small,10,6.4,0.139,0,267,14,75,925,158,18,0,0,26,58,0,0,0,14,36,49,104,0,138,0,185,267,75,925,158,18,0,0,26,58,0,0,0,14,36,49,104,0,138,0,185,84,4,5,5,NA
60,566,"Billett, M. F., Garnett, M. H., and Harvey, F. (2007). UK peatland streams release old carbon dioxide to the atmosphere and young dissolved organic carbon to rivers. Geophysical Research Letters, 34(23): L23401.",https://doi.org/10.1029/2007GL031797,A10,28/02/2006,52.548608,4,2006,Peatland Stream ,Auchencorth Moss,CO2,-19.5,0.1,permil,NA,NA,,SUERC,9963,0.9099,0.004,1 sd,-96,7.9,permil,759,35,5.87,55.79333,-3.244722,United Kingdom,N,1.0619,0.8568,Stream,Chamber evasion linked to zeolite molecular sieve,,1.4,B,A,3.4,3,small,10,6.4,0.139,0,267,14,75,925,158,18,0,0,26,58,0,0,0,14,36,49,104,0,138,0,185,267,75,925,158,18,0,0,26,58,0,0,0,14,36,49,104,0,138,0,185,84,4,5,5,NA
